,Best Seller Ranking,Brand,Series,Model,Color,Operating System,CPU,Screen,Memory,Storage,Graphics Card,Video Memory,Dimensions (W x D x H),Weight,CPU Type,CPU Speed,Turbo Frequency,Number of Cores,CPU L3 Cache,Screen Size,Touchscreen,Wide Screen Support,Display Type,Resolution,Panel,LCD Features,GPU/VPU,Graphic Type,SSD,Memory Spec,Memory Slot (Total),Memory Slot (Available),Optical Drive Type,WLAN,WiFi Generation,Bluetooth,USB,HDMI,Keyboard,Backlit Keyboard,Webcam,Card Reader,Style,Type,Usage,Battery,Battery Life,Package Content,Date First Available,Price,Part Number,HDD,Memory Speed,Other Features,Core Name,Storage Spec,Max Memory Supported,Optical Drive Spec,Thunderbolt,Audio Ports,Touchpad,AC Adapter,Consumer Alert,Color Gamut,Audio,Memory Type,LAN,Ethernet,Speaker,Bezel Design,Chipset,Software Included,HDD RPM,HDD Interface,CPU Support,Video Port,Package Type,Other port,CPU L2 Cache,Refresh Rate,Virtual Reality Ready,Pointing Stick,Thunderbolt 3,Optical Drive,Tech,Smart Cache,Communication,Optical Drive Interface,Card slot
"2021 Newest HP Notebook 15 Laptop, 15.6"" Full HD Screen, Intel Celeron N4020 Processor, 16GB DDR4 Memory, 1TB SSD, Webcam, Type-C, RJ-45, HDMI, Windows 11 Home, Black",#36 in Laptops / Notebooks,,,,Black,Windows 11 Home,,,16GB,,,,,,Intel Celeron,1.10GHz,,,,"15.6""",No,,,,,,Intel UHD Graphics,,1 TB,,,,,,,,,,,,,,,Home / Personal,,,,,"January 19, 2022","2    552.00
Name: 151, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming F17 Gaming Laptop, 17.3"" 144Hz Full HD IPS-Type, Intel Core i7-11800H Processor, GeForce RTX 3050 Ti, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 6, Windows 10 Home, TUF706HE-DS74",,ASUS,TUF Gaming F17,TUF706HE-DS74,Eclipse Gray,Windows 10 Home 64-bit,Intel Core i7-11800H 2.30 GHz,"17.3"" 144 Hz IPS",16GB,512 GB M.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050 Ti Laptop GPUUp to 1585MHz at 60W (75W with Dynamic Boost),4 GB GDDR6,"15.71"" x 10.59"" x 0.87""-0.94""",5.73 lbs.,Intel Core i7 11th Gen,11800H (2.30GHz),Up to 4.60 GHz,8-core Processor,24 MB,"17.3""",No,Yes,Full HD,1920 x 1080,IPS,"144 Hz, Value IPS-level, 250 nits, 45% NTSC, Anti-glare",NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,512 GB PCIe,8 GB x 2,2,0,No,802.11ax  Wireless LAN,Wi-Fi 6,Bluetooth 5.2,3 x USB 3.2 Gen 1 Type-A,1 x HDMI 2.0b,Backlit Chiclet Keyboard RGB,Backlit,720P HD camera,,Standard,Gaming,Consumer,"48 WHrs, 3S1P, 3-cell Li-ion",,Marketing Giveaway (TUF Sticker),"December 03, 2021","2    1,748.99
Name: 152, dtype: object",90NR0713-M00020,No,DDR4 3200,,Tiger Lake,2 x M.2 Slots,32 GB,,1 x Thunderbolt 4 support DisplayPort,3.5mm Combo Audio Jack,,"180W AC AdapterOutput: 20V DC, 9A, 180WInput: 100~240V AC, 50/60Hz universal",,45% NTSC,Built-in array microphone,,10/100/1000Mbps,,2 x 2W speaker,,Intel HM570,,,,,,,1 x RJ45 LAN port,,144 Hz,Yes,,,,,,,,
"MSI Laptop Creator M16 A11UC-672 Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 3050 Laptop GPU 16.0"" Windows 10 Home 64-bit",,MSI,,Creator M16 A11UC-672,Black,Windows 10 Home 64-bit,Intel Core i7-11800H 2.30 GHz,"16"" QHD+ 60 Hz",16GB,512 GB NVMe SSD,NVIDIA GeForce RTX 3050 Laptop GPU,4GB,"14.13"" x 10.20"" x 1.08""",4.97 lbs.,Intel Core i7 11th Gen,11800H (2.30GHz),Up to 4.60 GHz,8-core Processor,24 MB,"16.0""",No,Yes,QHD+,2560 x 1600,,"16:10 QHD+, 60 Hz DCI-P3 100% typical",NVIDIA GeForce RTX 3050 Laptop GPU,Dedicated Card,512 GB NVMe,8 GB x 2,2,0,No,Killer WiFi 6E AX1675 (2x2),Wi-Fi 6E,Bluetooth 5.2,1 x USB 3.2 Gen 1 Type-C2 x USB 3.2 Gen 1 Type-A1 x USB 2.0,1 x HDMI (4K @ 60Hz),White keyboard with Anti-Ghost key (99 Key),Backlit,720p HD Webcam,,Standard,Content Creation,Business,"3 cell, 53Whr Li-Polymer",Battery life up to 8 Hours,,"November 16, 2021","2    1,146.12
Name: 153, dtype: object",CreatorM16A11UC-672-NW,,DDR4 3200,,Tiger Lake,512 GB PCIe NVMe Hard Drive,64 GB,Not Included,,1 x Headphone/Microphone Combo Jack,Multi Touch,150W Slim,,100% DCI-P3,,,10/100/1000Mbps,,2W x 2,,Intel HM570,,,,,,,,,,,,,,,,,,
"MSI Laptop Modern 14 B11MO-857 Intel Core i5 11th Gen 1155G7 (2.50GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Home 64-bit (Free upgrade to Win 11)",,MSI,,Modern 14 B11MO-857,Beige Mousse,Windows 10 Home 64-bit (Free upgrade to Win 11),Intel Core i5-1155G7 2.50 GHz,"14"" IPS",8GB,512 GB NVMe SSD,Intel Iris Xe Graphics,Shared system memory,"12.68"" x 8.74"" x 0.63""",2.62 lbs.,Intel Core i5 11th Gen,1155G7 (2.50GHz),,Quad-core Processor,8 MB,"14.0""",No,Yes,Full HD,1920 x 1080,IPS,THIN BEZEL Full HD IPS-Level 60 Hz 45% NTSC,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,8 GB x 1,1,0,No,Intel 9560 Jefferson Peak (2x2 802.11ac),Wi-Fi 5,Bluetooth 5.0,1 x USB 3.2 Gen 2 Type-C 2 x USB 3.2 Gen 1 Type-A,1 x HDMI (4K @ 30Hz),White backlight 84 Key,Backlit,720p HD Webcam,Micro SD,Thin and Light,Work / Business,Business,3 cell (39Whr) Li-Polymer,,,"November 29, 2021","2    599.00
Name: 154, dtype: object",,,DDR4 3200,,Tiger Lake,,32 GB,,,Mic-in/Headphone-out Combo,Multi Touch,65-watt AC Adapter,,45% NTSC,,,,,Speakers 2W x 2,Thin,,,,,,,,,,,,,,,,,,,
"Lenovo Laptop ThinkPad E14 Gen 2 (Intel) 20TA004MUS Intel Core i7 11th Gen 1165G7 (2.80GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Touchscreen Windows 10 Pro 64-bit",,Lenovo,ThinkPad E14 Gen 2 (Intel),20TA004MUS,Black,Windows 10 Pro 64-bit,Intel Core i7-1165G7 2.80 GHz,"14"" IPS Touchscreen",16GB,512 GB M.2 2242 PCIe 3.0x4 NVMe SSD,Intel Iris Xe Graphics,Shared system memory,"12.76"" x 8.66"" x 0.70""",3.62 lbs.,Intel Core i7 11th Gen,1165G7 (2.80GHz),,Quad-core Processor,12 MB,"14.0""",10-point Multi-touch,Yes,Full HD,1920 x 1080,IPS,"IPS 300 nits Anti-glare, Touch",Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,16 GB x 1,1,0,No,"Intel AX201 11ax, 2x2",Wi-Fi 6,Bluetooth 5.2,1 x USB 3.2 Gen 1 (Always On)1 x USB 2.0,1 x HDMI 1.4b,,Backlit,720p with Privacy Shutter,,Thin and Light,Work / Business,Business,Integrated 45Wh,MobileMark 2014: 11.9 hrMobileMark 2018: 8.7 hr,,"January 12, 2021","2    1,180.99
Name: 155, dtype: object",,No,DDR4 3200,Security Chip: Discrete TPM 2.0Fingerprint Reader: Touch StyleOther Certifications: TÜV Rheinland Low Blue LightMil-Spec Test	: MIL-STD-810H military test passed,Tiger Lake,"Storage Support:Up to two drives, 2x M.2 SSDM.2 2242 SSD up to 512GBM.2 2280 SSD up to 1TB",32 GB,,"1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1 x Headphone / microphone combo jack (3.5mm),,65W USB-C (2-pin),,,"High Definition (HD) Audio, Realtek ALC3287 codec",,10/100/1000Mbps,1 x RJ-45 (1Gbps),"Stereo speakers, 2W x2, Dolby Audio, HARMAN-branded",,,,,,,,,,,,,,,,,,,,
"Acer Aspire 5 A515-56-36UT Slim Laptop | 15.6"" Full HD Display | 11th Gen Intel Core i3-1115G4 Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Amazon Alexa | Windows 10 Home (S Mode)",,Acer,,,Silver,,,,,,,,,,,,,,,"15.6""",,,,,,,,,,,,,,,,,,,,,,,,Home / Personal,,,,,"March 22, 2022","2    378.00
Name: 156, dtype: object",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2021 Newest HP 17z laptop, 17.3"" HD+ Touchscreen, AMD Ryzen 5 5500U Processor, 16GB DDR4 RAM, 512GB PCIe NVMe SSD, Windows 10 Home, Silver",#35 in Laptops / Notebooks,,,,Silver,Windows 10 Home,,,16GB,,,,,,AMD Ryzen 5,2.10GHz,,,,"17.3""",Yes,,,,,,AMD Radeon Graphics,,512 GB PCIe,,,,,,,,,,,,,,,,,,,,"December 04, 2021","2    789.00
Name: 157, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2022 Newest Lenovo Thinkpad P15s Gen 2 Mobile Workstation Laptop, 15.6 Full HD Screen, Intel Core i7-1165G7 Processor, NVIDIA Quadro T500, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, Windows 10 Pro",,,,,Black,Windows 10 Pro,,,32GB,,,,,,Intel Core i7,2.80GHz,,,,"15.6""",Yes,,,,,,NVIDIA Quadro T500,,1 TB PCIe,,,,,,,,,,,,,,,Work / Business,,,,,"January 05, 2022","2    2,049.00
Name: 158, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Laptop IdeaPad 5 15ALC05 82LN006CUS AMD Ryzen 7 5000 Series 5700U (1.80GHz) 8GB Memory 512 GB PCIe SSD AMD Radeon Graphics 15.6"" Windows 10 Home 64-bit",,Lenovo,IdeaPad 5 15ALC05,82LN006CUS,Abyss Blue,Windows 10 Home 64-bit,AMD Ryzen 7 5700U 1.80 GHz,"15.6"" IPS",8GB,512 GB M.2 2242 PCIe 3.0x4 NVMe SSD,AMD Radeon Graphics,Shared system memory,"14.04"" x 9.18"" x 0.67""-0.75""",3.66 lbs.,AMD Ryzen 7 5000 Series,5700U (1.80GHz),Up to 4.30 GHz,8-core Processor,8 MB,"15.6""",No,Yes,Full HD,1920 x 1080,IPS,"IPS 300 nits Anti-glare, 45% NTSC",AMD Radeon Graphics,Integrated Card,512 GB PCIe,8 GB onboard,0,0,No,802.11ax  Wireless LAN,Wi-Fi 6,Bluetooth 5.1,"1 x USB 3.2 Gen 11 x USB 3.2 Gen 1 (Always On)1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",1 x HDMI 1.4b,English (US),Backlit,720p with Privacy Shutter,4-in-1,Thin and Light,Home / Personal,Consumer,Integrated 57Wh,MobileMark 2014: 14 hr (57Wh),,"January 03, 2022","2    729.00
Name: 159, dtype: object",,,DDR4 3200,Fingerprint Reader: Touch StyleSecurity Chip: Firmware TPM 2.0 integrated in chipset,,"Storage Support: Up to 2 drives, 1x 2.5"" HDD + 1x M.2 2242/2280 SSD2.5"" HDD up to 1TBM.2 2242 SSD up to 512GBM.2 2280 SSD up to 512GB",,,,1 x headphone / microphone combo jack (3.5mm),,65W USB-C,,45% NTSC,"High Definition (HD) Audio, Realtek ALC3287 codec",,,,"Stereo speakers, 2W x 2, Dolby Audio",,,,,,,,,,,,,,,,,,,,
"Lenovo Ideapad 3 Home & Business Laptop (Intel i5-1135G7 4-Core, 12GB RAM, 256GB PCIe SSD, 15.6"" Touch  Full HD (1920x1080), Intel Iris Xe, Fingerprint, Wifi, Bluetooth, Webcam, Win 10 Pro)",#54 in Laptops / Notebooks,Lenovo,Ideapad 3,,Grey,Windows 10 Pro,,,12GB,,,,,,Intel Core i5 11th Gen,2.40GHz,4.2 GHz,Quad-core Processor,8MB Cache,"15.6""",Yes,,,1920 x 1080,,,Intel Iris Xe Graphics,Integrated Card,256 GB,,,,No,802.11ac  Wireless LAN,,Bluetooth 5.1,,1 x HDMI,Full Size (10 Key),Backlit,Yes,Yes,Standard,Work / Business,,,,,"November 22, 2021","2    609.99
Name: 160, dtype: object",,No,DDR4,,,256GB PCIe SSD,,,,1 x Headphone/Microphone Combo Jack,,,,,,SO-DIMM,,,,,,,,,,,,,,,,No,,,,,,,
"ASUS ROG Strix G17 17.3"" FHD 1080p 144Hz Gaming Laptop (AMD 8-Core Ryzen 7 4800H (Beat i7-10750H), 16GB RAM, 512GB PCIe SSD, RTX 3060) RGB Backlit, Type-C, WiFi 6, Windows 10",,,,,Gray,Windows 10 Home,,,16GB,,,,,,AMD Ryzen 7 4000 Series,2.90GHz,,8-core Processor,,"17.3""",No,,,1920 x 1080,,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,512 GB PCIe,,,0,No,802.11ax  Wireless LAN,,Bluetooth 5.1,,,,,,,,Gaming,,4-cell Lithium Ion,,,"November 23, 2021","2    1,449.99
Name: 161, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Strix G17 17.3"" FHD 1080p 144Hz Gaming Laptop (AMD 8-Core Ryzen 7 4800H (Beat i7-10750H), 32GB RAM, 2TB PCIe SSD, RTX 3060) RGB Backlit, Type-C, WiFi 6, Windows 10",,,,,Gray,Windows 10 Home,,,32GB,,,,,,AMD Ryzen 7 4000 Series,2.90GHz,,8-core Processor,,"17.3""",No,,,1920 x 1080,,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,2 TB PCIe,,,0,No,802.11ax  Wireless LAN,,Bluetooth 5.1,,,,,,,,Gaming,,4-cell Lithium Ion,,,"November 23, 2021","2    1,689.99
Name: 162, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS VivoBook 14 Laptop, 14"" FHD, AMD Ryzen 7-3700U, AMD Radeon RX Vega 10 Graphics, 8 GB DDR4 RAM, 512 GB PCIe SSD, Backlit KB, Fingerprint, Windows 10 Home, Slate Grey, F412DA-NH77",,ASUS,VivoBook,F412DA-NH77,Slate Gray,Windows 10 Home 64-bit,AMD Ryzen 7 3700U 2.30 GHz,"14"" FHD IPS",8GB,512 GB M.2 NVMe PCIe 3.0 SSD,AMD Radeon RX Vega 10,Shared system memory,"12.68"" x 8.35"" x 0.75""",3.31 lbs.,AMD Ryzen 7 3000 Series,3700U (2.30GHz),Up to 4.00 GHz,Quad-core Processor,4 MB,"14.0""",No,Yes,Full HD,1920 x 1080,IPS,250 nitsAnti-glare displayNTSC: 45%Screen-to-body ratio: 87%IPS-level Panel,AMD Radeon RX Vega 10,Integrated Card,512 GB,4 GB onboard + 4 GB x 1,1,0,,802.11ac  Wireless LAN,Wi-Fi 5,Bluetooth 4.2,1 x USB 2.0 Type-A1 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C,1 x HDMI,Backlit Chiclet Keyboard,Backlit,"720p HD camera, Without privacy shutter",Micro SD,Standard,Mainstream,Consumer,"37 WHrs, 2S1P, 2-cell Li-ion",,,"September 04, 2020","2    669.99
Name: 163, dtype: object",90NB0M52-M08910,,,Fingerprint reader,,"512 GB M.2 NVMe PCIe 3.0 SSDStorage Support:1 x M.2 2280 PCIe 3.0x21 x STD 2.5"" SATA HDD",,,,3.5mm Combo Audio Jack,,45-watt AC Adapter,,45% NTSC,SonicMaster,,,,,,,,,,,,,,,,,,,,,,,,
"Gateway Laptop, 15.6"" IPS FHD Display, Intel Pentium Silver N5030 Upto 3.1GHz, 4GB RAM, 128GB eMMC, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home S (GWTN156-11BL)",,Gateway,,,Blue,Windows 10 Home,Intel Pentium Silver N5030,"15.6"" FHD Display",4GB,128 GB,Intel UHD Graphics 605,,"9.6"" x 14.8"" x 0.8""",4 - 4.9 lbs.,Intel Pentium Silver,N5030 (1.10GHz),3.1GHz,Quad-core Processor,4MB,"15.6""",No,Yes,Full HD,1920 x 1080,,In-plane Switching (IPS) Technology,Intel UHD Graphics 605,Integrated Card,128 GB,4 GB x 1,0,0,,Wi-Fi 6,,Bluetooth 5.0,"1x USB-C 3.2 Gen 1, 2x USB 3.0",1 x HDMI,Standard,Non-backlit,Yes,Micro SD,,Mainstream,,3-cell Lithium Ion,> 5 hours,,"December 09, 2021","2    299.99
Name: 164, dtype: object",GWTN156-11BL,No,DDR4 2400,,,128GB eMMC,4 GB,,,1 x Headphone/Microphone Combo Jack,Yes,45-watt AC Adapter,,,Integrated Sound card,On-board memory,,,Integrated Stereo Speakers,,,,,,,1x HDMI,Retail,,,,,,76,,,,,,
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Processor, 8 GB DDR4 RAM, 512 GB PCIe SSD, Wi-Fi 6, Windows 10 Home, Indie Black, S533EA-DH51",#71 in Laptops / Notebooks,ASUS,VivoBook S15,S533EA-DH51,Indie Black,Windows 10 Home 64-bit,Intel Core i5-1135G7 2.40 GHz,"15.6""",8GB,512 GB PCIe SSD,Intel Iris Xe Graphics,Shared system memory,"14.17"" x 9.20"" x 0.63""",3.97 lbs.,Intel Core i5 11th Gen,1135G7 (2.40GHz),Up to 4.20 GHz,Quad-core Processor,8 MB,"15.6""",No,Yes,Full HD,1920 x 1080,,Matte,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,8 GB onboard,,,No,Wi-Fi 6 (Gig+) (802.11ax),Wi-Fi 6,Bluetooth 5.0 (Dual band) 2x2,2 x USB 2.0 Type-A1 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C,1 x HDMI,Backlit Chiclet Keyboard with Num-key,Backlit,"720p HD camera, Without privacy shutter",,Thin and Light,Home / Personal,Consumer,"50WHrs, 3S1P, 3-cell Li-ion",,,"December 01, 2020","2    699.99
Name: 165, dtype: object",90NB0SF3-M00380,,,,Tiger Lake,,,,,1 x 3.5mm Combo Audio Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2021 Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10-core CPU and 16-core GPU, 16GB RAM, 512GB SSD) - Silver ?MK1E3LL/A Laptop Notebook",,Apple,,,Silver,,,,16GB,,,,,,,,,,,"16.0""",,,,,,,,,,,,,,,,,,,,,,,,Work / Business,,,,,"March 04, 2022","2    2,769.95
Name: 166, dtype: object",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion Laptop Computer 13.3"" WUXGA AMD Ryzen 7 16 GB memory; 512 GB SSD",,HP,,,Silver,Windows 11 Home,,,16GB,,,,11.72 x 8.23 x 0.67 in,2.2 lb,AMD Ryzen 7,5800U (1.90GHz),,,,"13.0""",,,,,,,AMD Radeon Graphics,Integrated Card,512 GB,,,,,Realtek Wi-Fi 6 (2x2) and Bluetooth® 5.2 combo (Supporting Gigabit data rate),Wi-Fi 6,Bluetooth® 5.2,,,,,,,,Everyday Value,,Lithium Polymer,43Whr,,"March 01, 2022","2    729.99
Name: 167, dtype: object",406J8UA#ABA,,,,,,,,,Audio by B&O; Dual speakers; HP Audio Boost,,45-watt AC Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DELL Latitude E7470 14"" Ultrabook - 6th Gen Intel Core i7-6600U 2.6 GHz 8GB Memory, 256GB SSD, 14"" HD SCREEN, Webcam Bluetooth GRADE B",,DELL,LATITUDE,E7470,Black,Windows 10 Pro,I7-6600U,FHD 1920X1080,8GB,256GB SSD,,,,3 - 3.9 lbs.,Intel Core i7 6th Gen,6600U (2.60GHz),,2,,"14.0""",No,,,1920X1080,,,Intel HD Graphics 520,INTEL HD GRAPHICS 520,,,,,,802.11ac  Wireless LAN,,Yes,,1 x HDMI,,Backlit,Yes,,Thin and Light,Mainstream,,,,,"February 28, 2022","2    219.97
Name: 168, dtype: object",,No,,,,,,,,,,,,,,,,1 x RJ-45,,,,,,,,1 x HDMI,,,,,,,,NO,,,,,
"Lenovo IdeaPad 5 15.6"" Laptop Ryzen 7-4700U 16GB RAM 512GB SSD Graphite Grey - AMD Ryzen 7-4700U Octa-core - 1920 x 1080 Full HD Resolution - AMD Radeon Graphics - Windows 10 Home",,Lenovo,IdeaPad 5 15ARE05,81YQ007NUS,Graphite Gray,Windows 10 Home,,,16GB,,,Shared system memory,"14.04"" x 9.18"" x 0.70""-0.78""",3.66 lbs.,AMD Ryzen 7 4000 Series,4700U (2.00GHz),,8-core Processor,8 MB,"15.6""",No,,,1920 x 1080,TN,"TN 250nits Anti-glare, 45% NTSC",AMD Radeon Graphics,Integrated Card,512 GB PCIe,16 GB onboard,,0,No,802.11ax  Wireless LAN,Wi-Fi 6,Bluetooth 5.1,,1 x HDMI,,Backlit,720p with Privacy Shutter,,Thin and Light,Mainstream,Consumer,,,,"July 30, 2021","2    839.99
Name: 169, dtype: object",,,DDR4 3200,,,,16 GB,,,,,,,45% NTSC,,,,,,,,,,,,,,,,,,,,,,,,,
"2022 Newest Lenovo Ideapad 3 Laptop, 15.6"" HD TouchScreen Display, 11th Gen Intel Core i3-1115G4 Processor, 12GB DDR4 RAM, 256GB PCIe SSD, Bluebooth, Webcam, Wi-Fi, HDMI, Windows 11 Home, Gray",,,,,Gray,Windows 11 Home,,,12GB,,,,,,Intel Core i3 11th Gen,3.00GHz,,,,"15.6""",Yes,,,,,,Intel UHD Graphics,,256 GB,,,,,,,,,,,,,,,Everyday Value,,,,,"February 24, 2022","2    542.00
Name: 170, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newest Lenovo Ideapad 3 Laptop, 14"" HD Screen, Intel Pentium Silver N5030 Quad-Core Processor (up to 3.10 GHz), 4GB RAM, 128GB SSD, Webcam, Wi-Fi, HDMI, Windows 10 Home, Platinum Gray",#84 in Laptops / Notebooks,,,,Gray,Windows 10,,,4GB,,,,,,Intel Pentium Silver,1.10GHz,,,,"14.0""",No,,,,,,Intel UHD Graphics 605,,128 GB,,,,,,,,,,,,,,,Everyday Value,,,,,"November 15, 2021","2    329.00
Name: 171, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15.6"" Full HD IPS LED Notebook,11th Gen Intel Core i5-1135G7 Quad-Core Processor,16GB DDR4 RAM,256GB SSD,Intel Iris Xe Graphics,Wifi-AC,Bluetooth,USB,HDMI, Windows 11 Pro",#19 in Laptops / Notebooks,HP,HP15HD,15-DY2093,Silver,Windows 11 Pro,"11th Generation Intel Core i5-1135G7 Quad core processor at 2.40 GHz base frequency, up to 4.20 GHz with Intel Turbo Boost Technology","15.6"" Full HD LED IPS (1920 x 1080)",16GB,256GB,Intel Iris Xe Graphics,,14.11 x 9.53 x .71,4,Intel Core i5 11th Gen,1135G7 (2.40GHz),4.20 GHz with Intel Turbo Boost Technology,Quad-core Processor,8MB,"15.6""",No,Yes,"15.6"" Full HD LED IPS (1920 x 1080)",1920 x 1080,,"15.6"" Full HD LED IPS (1920 x 1080)",Intel Iris Xe Graphics,Integrated,256 GB PCIe,16GB DDR4,,,No,Wifi802.11-AC,,Yes,"2 x USB 3.0, 1 x USB Type-C 3.0",1 x HDMI,Full size keyboard with numeric keypad,No,HD Webcam with integrated dual digital microphone,1 x SD media card reader,Standard,Mainstream,Business,3-cell Li-ion,> 5 hours,"Laptop, Power adapter, Power Cord","December 04, 2021","2    608.00
Name: 172, dtype: object",,No,DDR4,Fingerprint reader,,256GB Solid State Drive,32GB,,,1 x Headphone/Microphone Combo Jack,Yes,45W AC adapter,,,HD Audio,,No,,Integrated Stereo Speakers,,,,,,,HDMI,Retail,,,,,,,,64-bit,,,,
"2022 Newest HP Laptop, 15.6'' Full HD Display, AMD Ryzen 5-5500 6-Core Processor, 16GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Bluetooth, Windows 11 Home, Blue",#86 in Laptops / Notebooks,,,,Blue,Windows 11 Home,,,16GB,,,,,,AMD Ryzen 5 5000 Series,2.10GHz,,,,"15.6""",No,,,,,,AMD Radeon Graphics,,1 TB,,,,,,,,,,,,,,,Home / Personal,,,,,"February 08, 2022","2    719.00
Name: 173, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Processor, 8 GB DDR4 RAM, 512 GB PCIe SSD, Wi-Fi 6, Windows 10 Home, Gaia Green, S533EA-DH51-GN",,ASUS,VivoBook S15,S533EA-DH51-GN,Gaia Green,Windows 10 Home 64-bit,Intel Core i5-1135G7 2.40 GHz,"15.6""",8GB,512 GB PCIe SSD,Intel Iris Xe Graphics,Shared system memory,"14.17"" x 9.20"" x 0.63""",3.97 lbs.,Intel Core i5 11th Gen,1135G7 (2.40GHz),Up to 4.20 GHz,Quad-core Processor,8 MB,"15.6""",No,Yes,Full HD,1920 x 1080,,Matte,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,8 GB onboard,,,No,Wi-Fi 6 (Gig+) (802.11ax),Wi-Fi 6,Bluetooth 5.0 (Dual band) 2x2,2 x USB 2.0 Type-A1 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C,1 x HDMI,Backlit Chiclet Keyboard with Num-key,Backlit,"720p HD camera, Without privacy shutter",,Thin and Light,Mainstream,Consumer,"50WHrs, 3S1P, 3-cell Li-ion",,,"January 14, 2021","2    699.99
Name: 174, dtype: object",90NB0SF1-M00390,,,,Tiger Lake,,,,,1 x 3.5mm Combo Audio Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
